100000
20230,28343
23695,2454
30878,23830
32105,32594
9894,562
10107,23179
21454,11215
19172,6958
30492,6886
1505,21951
1860,13851
8437,16056
27224,18746
8904,6833
2422,4266
29452,30376
9055,16771
9459,14097
26579,27678
14876,11672
2406,16978
11194,24780
23093,8780
3408,25284
27636,30269
23811,6184
26422,5738
30603,18371
3845,3715
25716,32692
31900,30906
29827,15943
15055,22459
21630,22347
11967,338
31252,841
25573,6109
18679,9723
28588,15933
20189,1312
17428,13023
2357,18090
444,20024
27932,5960
3047,12279
21286,6564
21892,19317
26495,30035
19874,914
15291,20897
14895,21674
4757,13039
751,5173
27349,21389
1366,11341
5637,29128
25149,32566
5933,30249
8457,26600
20019,5906
4590,3077
23753,28413
6656,12131
29780,16509
11112,5819
13698,9403
19856,25913
10441,29109
15994,556
3143,28289
29630,24795
28618,13295
23190,25426
15808,365
15400,20378
20526,17554
21058,23817
25390,26650
32406,5451
5925,22138
6389,25256
30671,19704
3188,9360
17335,19228
2177,20647
31944,14875
29302,17609
7543,20090
14349,22678
24269,9266
14190,1289
26790,4737
12791,6549
7660,8804
3941,27403
29603,30224
13878,14278
3395,6033
14290,21967
3518,15447
14219,26323
30804,5986
11503,18048
20181,26034
2059,13981
15392,28487
2224,11027
22948,16621
12532,6620
18364,388
11994,1546
25225,28235
19730,32558
4480,18648
18894,10427
1392,10552
20832,4822
21616,16169
24027,28152
19685,21879
17327,9716
29254,20879
12810,25707
1934,1879
22118,11638
22511,11645
9787,31918
31052,26971
4225,1060
750,24324
20774,17784
25570,30631
30477,20096
8929,16486
4060,6375
10197,27609
4302,20893
26002,2920
8193,22346
28463,12814
16980,12701
24870,9497
79,26220
13125,25720
4718,30587
3016,27705
17113,19433
5037,27587
17080,25759
9352,26129
15751,24627
20867,26199
22613,3980
3973,14430
17688,29840
10047,22889
16665,31481
1689,21084
29255,9142
6176,32480
28345,1455
715,13671
1548,22244
12503,11325
23133,10394
6839,29854
3400,3963
21583,7799
31396,5441
3655,477
18980,5623
11126,23737
3312,7220
19419,7429
30805,27942
18300,24353
27029,19282
15806,20942
16569,26416
30013,22914
24960,7035
6639,17104
9458,7927
11639,9396
9164,6598
26581,5297
4991,17516
24013,6178
8291,24345
19868,31205
14741,8901
26779,3967
17406,24057
14740,30797
9871,8888
30566,14958
25457,18968
29645,21888
6682,23912
11692,406
26752,15553
12849,946
19303,4587
18208,21913
8900,1928
15220,1794
3785,30027
17808,15944
18943,30074
24883,7993
30483,15888
31362,21508
28410,9756
21229,5453
20558,9623
4059,17115
20794,15870
9563,30635
16345,32162
5863,22273
4833,19414
19515,11873
21043,11385
8045,14420
25902,15114
13169,16
23658,23931
6153,32666
17863,27700
6509,7985
13750,26906
5859,8149
15932,21351
15721,15988
20461,30024
24002,30855
30000,32348
29081,15770
18857,19926
903,16123
21141,30108
30957,15426
25439,4399
12237,24876
3470,7694
28036,1744
16420,16624
9664,17463
8014,12823
13810,11538
4506,18673
30165,14960
3390,13268
27818,14587
11154,31562
2602,12208
32468,8640
10030,26692
32586,19517
4954,31972
14864,23652
30186,8056
29801,14666
28734,29262
8429,28899
25834,29359
29637,8461
237,21450
19280,2895
31110,24259
28844,27536
19295,14276
2085,12609
17262,18250
14529,19284
26123,666
3090,3844
26639,3915
30499,8604
9536,25434
1596,24828
8138,20756
4775,12097
29558,28513
31494,600
5319,17883
29820,17018
21452,14181
30981,12519
23471,13576
4283,14248
14425,16316
22025,28806
23576,1785
8190,24363
2506,32187
30634,19175
22757,36
20745,12804
788,14757
6267,12124
16653,28646
32062,9602
17974,31125
18835,15788
11866,23958
796,10628
7872,9961
24065,3102
8460,9654
8368,2131
31341,13195
25302,16329
29639,20535
29478,23347
15196,32633
7912,7843
26847,22346
3827,15051
17619,19941
31286,22682
27188,4930
28057,32117
6936,30489
5231,22048
5711,25097
8966,12857
7780,11306
24671,8628
5014,18786
25806,13700
19385,10187
2486,9293
19820,16554
11321,16095
8912,11766
638,2760
5200,3888
20819,30564
20007,25749
25672,10803
21296,22639
5891,27732
24054,19141
15968,8710
2311,3826
32523,15988
10230,4185
1065,31056
1922,30121
16347,26737
10155,9001
21899,30559
2549,15017
12918,11293
7234,8297
24479,4989
26761,9337
30294,20127
22331,22093
25897,18366
11829,28351
31608,3984
30692,15606
22155,23937
11169,11347
5645,18969
23970,15877
25875,10300
6328,14912
7115,30036
27004,1658
9478,17398
27118,26137
22035,25927
20189,7773
19383,26290
13430,4743
15087,785
4665,10359
32640,18607
26484,5694
26410,9644
24922,13
16919,30835
17982,31510
11109,32191
1675,30183
25744,26589
25930,24068
18450,22531
3321,17907
15129,30759
31400,16138
26289,4182
14574,7657
16411,7736
25037,20873
29927,26084
12180,8602
16504,5122
16567,18834
9418,32260
29576,13539
22694,32495
16973,14207
31189,26615
485,25831
13026,24993
17189,29610
1898,11688
17199,28257
13763,23769
10093,20999
2437,13445
18107,22183
26046,4746
9462,3386
23246,26728
29535,15658
4542,18164
20260,15892
11544,20044
10778,29940
5959,8248
3353,26813
3431,5210
26630,20110
28293,12588
31752,32224
16076,19825
30157,2088
17356,32203
7605,32627
15012,19939
32086,12387
28446,12832
11904,15838
29,12547
4056,24176
31594,16977
12412,30675
25268,2832
6915,16653
25424,22039
20122,26450
14300,22194
1744,4479
20528,502
5879,25606
3545,8315
20377,23405
19420,25406
17127,12808
14055,6582
23714,10111
13898,18752
24119,27460
6474,10827
30595,21909
28778,1592
2011,15418
10256,8636
19505,6650
14531,16975
12058,19224
30745,2308
3995,2478
8006,12216
27286,11217
23107,14628
561,18339
10532,30716
21923,11990
27036,13943
8289,22907
10312,1955
16965,1820
2452,15904
2762,570
5457,10970
7124,13794
8824,9039
27831,14959
5650,20711
6145,20723
30158,24621
27432,17382
2126,23594
3574,16357
28471,3819
23149,28735
28036,19518
14783,12779
29849,17770
14175,20240
12607,11348
31246,6679
26226,31516
5575,3460
22057,19030
7508,10407
2075,8983
13982,28244
11128,5201
1250,5512
18201,25483
6391,15352
2234,23478
7907,11525
30354,32389
25364,6563
310,2049
27168,14249
31831,5134
7888,19454
20794,31325
6552,819
23737,28904
32683,2606
4244,25458
20174,9810
7371,23533
20018,12190
27256,19018
19345,8228
28852,24982
521,25987
19261,22331
19494,23224
29650,7767
24144,27070
25799,28563
4607,3276
361,19957
4133,18387
16662,3014
22633,13885
584,25901
1647,24000
25391,9917
24808,28095
25278,12037
16427,30981
11769,7562
29137,19293
25179,1948
740,30069
1716,9007
13978,912
6210,10896
12154,23872
15652,13977
24791,595
29862,9633
22489,3949
15018,30599
1123,16346
31813,3330
20185,17053
12893,21163
13974,25848
15835,30131
30602,29018
29178,7778
5451,8819
13608,6829
25570,6157
6031,14006
9827,14837
4788,17578
3152,29865
3507,4533
31207,797
15104,1218
30741,21504
10631,11432
21068,14390
24507,25014
2592,22183
14619,27266
32042,5119
19320,1467
12989,17479
756,7043
2563,30030
19590,9461
13189,29113
6000,24848
22872,610
30986,21794
11739,11407
10054,30258
25306,14987
3783,8578
32766,20645
17202,17818
23632,27058
28444,8088
5560,8490
25713,27140
26300,31257
9266,31419
8632,18285
21047,8628
2219,16395
32285,9118
15304,22850
26403,2688
22478,23010
30238,14592
21105,28126
13740,4183
7830,299
15066,4773
5404,18428
24633,4499
14509,16487
10166,17035
9927,27981
29760,18940
28431,15577
23743,4835
24389,19358
18816,10211
28589,8454
4338,8762
13584,21589
1488,6125
32694,12893
17461,17669
24851,14444
6535,16259
27073,2900
2216,3086
21384,29860
26153,7636
9547,19644
15387,14015
12932,10384
352,14631
18377,8566
22766,6906
12816,2792
981,28079
27402,1942
27060,13310
12680,19177
24110,15270
1773,8932
21065,32553
12690,8311
19865,21496
18704,8906
28863,25155
17802,4039
2675,23354
10247,31461
31885,19555
20727,15968
25028,23468
13593,1659
30452,7419
19554,1583
16730,20763
4415,24302
32393,26533
18739,2814
4886,31078
32068,24114
1597,24355
12127,13438
21497,284
2859,21172
8845,16671
32625,26205
328,10759
27133,24589
19423,24607
18786,27543
27603,11889
11635,16652
29187,2176
4801,17219
5008,31707
25950,403
20496,22755
11866,15632
32305,1414
7207,1628
14663,20838
7689,11431
25002,28205
30148,23292
17795,8799
6126,26911
27233,9379
31984,20748
11233,8947
3719,27517
15275,11850
11698,23627
10081,6589
6644,27015
14954,19159
5594,6161
18744,9614
19321,11085
7948,19945
26688,10581
29291,23511
23668,15656
24263,28027
29967,4304
647,16621
27572,18456
21121,7582
19602,2068
28184,13718
8905,13334
18825,13595
23693,2941
24349,13344
30135,14186
21511,28768
29611,27401
22263,12444
20721,19072
866,8504
262,19889
19062,28961
16273,17416
16442,20587
9724,11181
9460,20185
28706,2054
26056,12611
24311,11171
4409,16721
32710,26974
6735,6798
3744,23968
5892,23590
30844,7827
31870,26063
11478,6449
8280,29242
4858,31700
6103,7758
30276,31692
16758,7151
29096,19323
23587,8234
27605,20239
20180,14686
10249,8277
23223,29726
4856,21338
29178,21985
26847,26040
14435,384
31790,15395
757,11793
13195,7988
12796,31568
20490,16168
23736,26304
6184,7587
23524,6779
2546,2369
2423,8703
27027,24978
3310,25866
4738,30296
22728,26703
3681,5464
1456,32309
28210,21481
188,13250
2944,6356
26021,5972
27939,20276
23930,3502
13638,7858
16487,31789
13892,12082
14443,17106
11684,8830
8709,24790
5971,12214
21750,11915
29665,10786
10108,9299
16175,110
9390,16447
21622,3463
5976,26116
12259,9948
27556,12283
14931,22992
22446,6981
19370,27301
29818,10944
30920,9777
13689,11872
18174,26462
27896,4547
20724,30920
17854,20528
30622,23529
17181,16612
10930,4961
23842,6091
2591,2216
9801,24232
31074,4408
12810,17055
15991,15892
3853,14824
24582,26487
4669,14491
15489,18068
29644,20601
12663,8589
24708,17003
21971,11636
9123,3466
2129,13539
18345,31534
10963,18427
3962,21181
12110,28151
11089,715
23977,13660
17303,24974
6877,23250
25487,20330
18307,15948
30632,18605
13277,30102
23046,3017
20239,2450
24280,20106
21952,5923
20137,1279
22706,22516
1196,25895
26066,3662
18747,7101
23788,24270
16375,7402
32024,23416
1503,1500
17095,30472
9256,31440
19810,14957
23952,12365
3377,21859
2137,20115
18906,19657
14920,6549
5626,5072
1432,3996
18526,6126
14453,1790
20982,17861
17263,282
4736,8722
8979,4941
17823,8321
8043,3902
22251,22189
1051,10793
32089,27745
29111,9575
9314,12404
30909,9375
1581,13965
31261,16206
8019,20980
348,2423
30871,25401
24321,11340
16941,31986
9448,23545
6591,19957
9174,25323
19983,26709
16669,22411
8326,1320
25741,23156
27910,11456
15039,1093
20911,1133
24667,25920
16947,30651
24595,18809
20945,23470
17234,2018
11410,2739
5946,29696
10365,13411
28751,4938
27720,8747
22268,25694
19984,29924
24136,2055
32449,29776
14970,25139
9644,4792
7873,15143
8374,30748
12058,31701
1876,4636
2355,17673
22277,957
6901,11783
824,17072
30415,20060
21655,27751
6307,14385
32678,19036
3649,19264
14017,18550
15678,30503
20043,5639
12946,6982
23950,5237
31162,23791
25674,19557
8819,32505
9295,31160
8829,31852
27711,11279
18470,16689
6902,3381
29957,1468
17664,8736
28881,19942
29392,18779
2579,18057
22068,10073
11146,1895
5999,5778
28251,17739
24804,8493
2417,17102
5006,28441
850,26404
24898,32589
6825,19122
13470,32230
9977,12335
5299,22281
22079,10200
19739,5093
28745,13926
10781,28536
24942,4167
11544,7358
32330,25042
18337,1326
21597,2826
20324,26712
17324,13948
24107,22374
6419,25997
30683,5377
26827,435
19304,5804
3131,23284
12533,21837
27903,17740
28188,13322
13051,13934
21303,12069
20987,14221
88,3225
8854,16560
14630,7346
10895,15279
25841,5098
25173,9969
15418,8006
18297,22154
19383,2260
19533,28543
21003,6180
13598,5133
12521,32704
31769,17474
23545,30038
25329,29892
19774,26246
24005,7979
4997,28934
8902,31457
21638,5331
23068,235
26214,7400
26895,12709
13509,6732
21928,8399
15287,8949
12540,7658
18561,28578
15214,13987
20830,23151
6062,591
14521,12389
1956,5140
28661,3097
2261,25983
23752,7747
15660,13533
17228,12484
844,21313
3775,21573
20254,21321
24131,18701
32115,22803
27021,10022
17574,29450
2667,15490
15364,28299
27927,9518
16932,6811
12489,24858
13092,7473
29595,20989
27589,15459
9460,30274
13548,2724
25984,23439
4764,7981
14825,17927
28565,7596
14261,30789
4851,32035
2639,8399
17311,19996
29287,545
12812,25844
30898,1898
12108,13680
31633,11151
24628,24735
17719,12314
21071,8389
23027,26743
6921,2953
3535,31871
803,3398
5625,26386
9172,2518
30248,13578
4294,29266
26556,12198
23527,5553
31392,13616
17106,1307
8272,18146
4958,29488
30433,1381
22846,30859
3565,20007
29719,28769
25903,19709
20582,24847
26548,28558
22985,29428
19469,6206
28436,11792
127,22952
4721,5773
5423,14956
11629,23688
16193,26880
6583,13565
13704,1043
4776,107
30667,21122
10657,9901
11066,4305
10471,5247
3273,31671
28465,20429
31725,17885
31731,32619
9060,27264
21540,20336
5681,1995
31203,20002
9695,2239
32229,3103
16792,28665
22412,10407
3609,27614
25768,5481
12661,18452
15388,6601
2467,3555
11239,9311
18930,10817
27628,3959
14111,22318
10140,27779
3906,7332
26418,17960
21689,23746
32451,1334
5628,24731
29464,24889
10433,3463
12527,22354
24271,4158
5395,27504
3982,6406
18813,26020
22199,866
30621,431
6186,5763
22143,5498
29683,9945
5534,2617
6254,31463
26082,13053
12487,1100
23670,12649
13611,9199
4427,5842
2975,16527
12224,625
18117,25420
5779,32410
14143,21026
24849,24226
31384,20805
24427,27241
3818,4165
1976,24939
168,20402
11458,6936
25276,5833
32094,23251
18989,27461
3435,30539
12556,32690
23977,10286
27283,22015
29724,10052
29475,11315
13946,16907
144,25305
15010,24940
17488,24269
21398,15539
30875,11600
21419,32752
7580,9440
28158,31119
6820,2209
21078,16256
11376,32114
3790,25669
1980,7153
11500,21955
27684,6347
8374,3773
15384,11493
2505,30758
2166,13243
6276,27329
9416,15355
1336,27638
14605,29538
3148,2946
23835,5342
9253,24618
12614,3106
14535,12443
3284,7669
19016,5956
25985,9189
31599,228
24605,7094
23529,15410
14980,29735
19413,10128
10474,7116
2760,20248
17066,27755
6656,3047
29664,5947
4296,11500
17683,5144
12247,3331
29935,26419
16903,14294
31280,4117
29337,31035
23082,15678
8197,5828
12598,19699
5575,23569
23281,19483
20151,1908
856,13429
14381,28143
32118,30131
5104,10277
27407,13777
30381,9588
17039,5299
3850,7091
9322,845
7267,21530
5801,29789
6415,1117
3568,21669
4948,26969
1242,6887
3320,13559
28234,10853
11034,6101
11123,10985
32330,2744
21821,16246
26586,26837
7975,13810
26656,28230
30627,28376
2287,32467
2453,243
10057,23422
12594,15056
5316,13302
4036,13957
2201,2000
14322,6245
21635,22950
13699,23769
18837,2191
2649,5907
1263,555
11927,10442
15909,21165
1502,16925
5089,2068
19268,16003
18257,32676
14494,29816
14093,6797
12489,22992
3619,19774
15637,17754
24123,3656
5533,18090
23680,21566
24530,4267
16528,21299
3399,8104
24055,21490
20604,17422
4660,1654
16043,8872
13318,12536
24591,23493
23411,27000
480,11004
4780,2744
4312,1021
3804,28178
13850,31944
27822,12235
26241,22285
9251,9586
6070,10484
3607,8516
23508,28670
20735,21232
5620,702
16228,7441
26597,21488
22328,22566
18504,19339
16900,31543
12393,16355
10406,15301
7294,20822
14003,14013
17382,19074
23424,8779
14198,3721
30458,15441
30439,18563
1300,13576
32338,23580
14589,8591
5444,30955
15627,200
25095,16180
12075,623
8451,11885
15963,16972
1939,29532
20728,10123
19723,11255
19802,32128
30567,16068
19637,7542
13243,16910
31455,25887
6475,16259
23419,26444
22889,11466
25253,6309
13242,27693
305,9092
1468,32152
16728,23557
31607,22064
1488,21592
7025,13332
2432,10894
9853,14914
16601,18018
30106,10843
4737,4958
15093,23270
10336,15079
21628,27474
13713,18051
1663,30858
7782,17389
30948,23322
26026,8153
15919,14724
9853,14303
16780,7962
7785,23800
17263,19235
13846,31302
19660,1420
3428,1
21990,4329
17594,15220
2547,17411
24884,18614
23594,8029
30754,22270
13951,21548
2846,5050
18779,28457
29097,9885
22193,2474
6833,15605
18859,24671
5565,6858
3275,17447
27876,3001
26430,10172
5000,9252
13157,1995
3648,18236
139,1759
23958,21026
31304,28203
4690,6798
13828,14280
19430,22491
23602,30397
27555,3211
10523,23517
7832,2359
6184,14728
7855,9233
10448,20152
699,19809
7371,4511
14158,13190
870,2149
1244,4566
984,10816
31617,7478
13433,11574
9974,26480
13231,8003
19193,29714
12831,28887
5387,20173
8457,15508
12349,29732
29916,13284
14362,18591
972,5983
18049,3218
30786,10876
16228,27432
7789,666
8279,8490
18134,10883
13924,22602
6772,3529
11735,2328
2543,13762
10403,5326
18491,24593
29158,28867
4074,7251
28392,25881
26358,14659
29616,1890
14132,25722
26689,17031
5489,12041
29231,32009
16201,23702
104,7143
26377,13576
31655,15683
26956,28583
21948,4644
9672,8370
30644,18791
24206,23875
6079,25350
17220,8228
8489,32759
25355,20332
19782,17695
3271,8077
27974,16731
10121,26038
22607,21486
17864,7994
10255,12922
2989,186
13228,10240
3579,29798
19478,17725
22320,14433
3298,12688
25156,26290
25949,30200
22214,28642
16584,2486
20198,6947
13676,4448
22251,26140
7297,8297
16634,1690
15898,12891
24814,2009
15946,21891
13864,26892
28941,13320
17350,9074
20843,5215
12457,31068
19328,4221
11228,10604
26656,11993
17270,24689
22523,2810
4491,9847
4340,30765
15877,22021
30507,13502
20963,18558
26084,9195
20606,13750
5134,3406
17754,14130
13042,1306
4465,30111
11780,31126
22867,9908
17556,268
11608,14773
31389,23510
27788,27305
4746,32472
17674,30787
32535,22065
7618,31394
22504,28210
17473,10791
19241,14694
16906,5930
19700,11465
20254,23066
32765,31910
22380,80
1702,16713
23102,5825
26614,25028
21661,21534
8846,20173
27243,19214
17168,8292
4289,27187
21995,8489
409,23086
25577,29507
29157,25507
22256,18627
5550,29155
26509,21939
2507,19290
9828,4517
23467,20776
8304,27755
19246,6563
31776,21426
19647,26348
10651,9570
26271,24933
2242,690
5291,15683
21534,3065
25768,23208
27180,11802
9818,7017
32252,4454
31392,12435
23139,3699
25288,19141
21867,25699
31806,1908
12741,904
29746,15685
26198,27749
5158,27672
23113,11921
12851,20038
3440,8935
5519,17354
29368,14365
1750,17128
19099,29908
11359,15687
18813,21515
2404,31332
17781,19162
7807,11322
17919,25918
11225,22170
29150,14426
16416,30359
6915,24509
31466,1658
21528,5779
29572,23876
9795,26201
7166,13685
4104,15936
6751,9131
20368,20725
25025,21849
6785,4309
14427,2187
8819,2987
19697,32762
21325,7124
31585,3297
13891,25452
13302,28805
9670,30797
28941,17054
18461,29188
20988,1211
23454,11869
22925,8434
6438,18127
1234,3540
13593,21710
15294,31561
8518,8609
11419,16234
14361,6387
7812,6351
25125,31097
2089,30446
2836,28867
10631,22272
1153,28549
21239,4746
15511,21734
12660,12961
1034,18341
15523,1002
4796,25723
23384,4280
4190,2525
1351,16757
653,26023
25725,23193
10707,17110
22909,2411
30402,21121
13664,17049
2735,30806
18675,14086
12597,22553
9182,32620
23069,8424
28052,22262
20983,16465
5003,31468
20004,14340
6429,22937
177,1808
30697,1546
26463,14009
28243,16539
26420,32719
14136,6769
132,20382
6160,5642
12570,26593
4398,29833
7247,4032
987,6889
32386,12076
19807,3318
15598,1855
957,13214
1313,24882
13689,25161
6649,11957
20487,2505
5917,24932
22908,26695
16720,15253
4282,27964
27151,28968
22350,30577
21042,26730
10293,17196
27313,3754
6263,16117
29134,23079
16270,5725
29263,6565
30510,19962
23960,20244
16449,30940
20815,12623
3264,3094
24357,24794
29172,22104
15163,20341
21572,711
16113,27209
17891,13236
2047,5140
21399,22888
21281,26275
26534,17738
26947,7809
23898,26972
19950,32684
28928,13077
22759,31140
27587,16248
3830,16979
23883,1291
14792,21874
13767,14597
27275,3213
15651,4080
18231,18677
22456,30709
21812,15467
13842,11017
27175,4919
25823,9168
23536,22765
32083,5755
29463,23864
23876,26029
17702,15151
31103,16879
18811,31077
5921,6894
25617,24912
14959,19130
25293,28206
23683,30513
22831,8089
24352,2208
11115,38
17752,12770
13079,11185
10944,15982
27204,28064
10781,23006
29101,8427
6664,32595
25549,21985
23203,6840
23080,18692
22071,12475
12245,21057
23981,12294
18972,7466
4582,30562
26660,15037
3183,23653
12750,13710
2209,5878
16651,31627
6125,6830
10733,9348
13605,20296
14368,28559
7329,663
14220,5989
28206,8561
11496,24524
27536,10434
20764,21335
19221,21154
2363,32523
27278,7857
30617,31462
24474,16978
12581,12693
8175,17123
22970,7144
20268,29106
7830,17081
22504,24072
29845,17035
22848,14537
27838,18146
9881,19678
28389,18616
9814,18120
501,17218
21839,25448
721,14251
31043,453
19970,3254
1703,60
32262,28751
22200,886
30999,9635
25816,4499
6677,20181
16071,11464
12891,21518
22563,27705
29881,13547
27304,30372
7670,15300
20211,27560
22180,9563
9598,1232
32078,10877
16397,10467
27573,25164
756,8429
1577,31156
30720,31880
22265,12728
23674,17052
3336,16227
8305,22698
3944,841
17254,14867
19181,12452
23859,15571
28977,3332
8696,13493
13125,5339
15939,28138
3219,20971
8354,17455
10863,20738
8266,32151
746,26837
30429,14613
30552,24445
9818,7624
13270,31212
18857,12040
31973,10139
10687,18449
13600,15072
30166,7281
25717,3754
24396,15596
22934,19581
32190,15623
17924,22336
24335,21029
4254,9327
12860,8000
8916,6835
9093,23264
7215,30333
20940,28891
5391,30708
30630,32415
27424,22742
18819,18527
7603,21424
16433,88
8621,23637
349,30250
4107,12712
4640,6919
30197,22398
2036,22135
8561,12893
30202,19172
26330,29719
9975,10928
20866,433
16944,92
173,25884
15960,17267
2518,15087
10296,6159
5011,32057
28184,25652
5861,12428
10715,16460
18599,10577
20469,21148
17244,32578
13648,24760
27936,6190
24976,341
1278,16800
4832,16200
27433,10070
26083,28207
18726,30903
4088,5566
5881,30146
457,24874
12009,14912
25836,21904
27579,13238
208,18445
30948,12778
211,27314
22676,17849
7363,17734
864,25653
32041,27409
11709,32749
14978,12878
28807,16945
15876,1582
25980,19198
24057,9706
22931,15756
23931,19022
5821,21523
17652,24255
20092,6564
22740,19447
13445,31226
21830,18764
13956,10681
25192,9077
25062,16714
13050,8231
7303,27695
6029,21337
29510,9150
15098,14862
23480,10490
1201,6640
29706,25264
11015,29593
25891,6925
30562,18816
6640,6616
15389,27342
20933,927
2141,29317
25425,27435
14862,14998
24373,27107
28247,9483
18482,21514
10382,23810
112,17255
16821,25168
26736,7659
11334,11611
20350,31388
32373,32546
10005,11156
11309,1038
10140,5347
23944,1145
6501,25678
9360,31046
31525,24430
4745,11938
7895,9688
9569,25367
203,12152
11374,2170
32372,13155
32490,17200
23391,18520
16188,14963
305,26810
14827,16718
19779,2149
9293,866
27933,9771
23918,28938
28840,20090
16509,29050
26140,425
9130,27436
19651,8408
29770,1676
17442,32226
11966,655
16843,21345
30080,16244
17717,21377
8035,23853
16013,30393
20994,26620
30014,21035
16253,25510
32549,10437
32684,12779
25312,23058
30450,13761
24319,16893
2197,7732
18646,27581
30521,23398
7843,7772
29268,8962
18343,23179
21223,15921
1796,26306
1699,25965
20080,5929
9830,9116
6216,23818
21475,8750
16748,18807
21905,17978
32088,27441
20537,20064
13972,3445
30083,20825
6624,12267
13541,3181
26692,8961
19388,7531
3613,17040
26371,17254
20127,11381
5993,12328
25870,29386
26768,19353
5017,17742
15533,25141
11247,288
24705,6508
28609,8769
10561,4027
13238,26994
18149,553
14450,20037
30383,29429
2539,22765
25703,27404
23465,10747
24997,13027
6885,13922
10216,22455
26328,6253
8490,19665
27923,11678
5533,20404
396,16108
29011,29531
3432,26032
28069,22231
11361,17494
8729,12202
6797,8547
17998,5661
22470,571
8300,28622
82,758
8048,3644
18070,31139
21348,25774
5059,8448
8356,12824
11192,18872
26045,15270
3625,6220
7842,10380
17670,19757
17112,9543
1656,16283
7747,23483
27377,13082
17704,10648
11373,31099
15161,13888
8260,11451
27603,32536
12307,18884
7181,22639
18640,12943
6756,23856
251,6757
19762,27754
4667,14397
24915,26704
31733,28484
23676,2613
30251,30540
16053,20407
23024,4191
2977,31810
24374,13883
4186,8336
12034,19818
19964,8327
11124,22683
21799,25954
2266,20672
15365,19480
4578,17807
16466,6196
6338,29089
31882,26171
1351,2867
8557,24555
24699,27879
20641,25763
28767,29994
26518,30191
20392,2032
796,14277
25377,9705
10492,5298
5845,6486
13749,14442
31712,8442
11579,12640
26832,32414
14355,31497
4175,10615
30738,19365
27565,13324
27817,9755
8247,5840
19940,2070
19113,28867
20396,20151
25536,15498
19217,27624
18899,11666
12846,26738
13319,24323
1995,24973
10386,19819
7986,21077
14834,8584
9471,8642
17160,10476
15947,24821
4887,22151
4334,31308
31619,28962
19799,16900
24622,30179
19225,31900
3746,29185
22826,784
18351,21430
8480,27470
27436,30328
19241,25144
